Efficient Memo-Table Management Strategies.,346.00,170.00
Die mittlere Additionsdauer eines Paralleladdierwerks,433.00,131.00
Van Wijngaarden Grammars and Space Complexity Classs EXSPACE.,227.00,289.00
Reducing the Number of Multiplikations in Iterative Processes.,445.00,164.00
Solving a weak NP-complete problem in polynomial time by using mutual mobile membrane systems.,319.00,168.00
The Characterization of Parallel Ultralinear Grammars by Rational Power Series.,50.00,280.00
Optimization of a Subclass of Conjunctive Queries.,217.00,330.00
Dynamic controllability via Timed Game Automata.,271.00,492.00
Axiomatic Approach to Total Correctness of Programs.,142.00,3.00
On Abelian 2-avoidable binary patterns.,366.00,142.00
Concurrent Testing of Processes.,260.00,48.00
Timed tree automata with an application to temporal logic.,454.00,133.00
Efficient Comparison of Program Slices.,280.00,314.00
A Reply to Comments on "A Comparison of Two Synchronizing Concepts",162.00,327.00
New bounds for the query complexity of an algorithm that learns DFAs with correction and equivalence queries.,175.00,406.00
On Simplest Possible Solutions for Post Correspondence Problems.,17.00,362.00
Necessary and Sufficient Conditions for the Universality of Programming Formalisms.,297.00,28.00
Cooperative Distributed Dynamic Load Balancing.,95.00,308.00
The identity problem of finitely generated bi-ideals.,490.00,52.00
The Boolean closure of linear context-free languages.,93.00,380.00
&Uuml;ber die Vernetzungsstruktur von Maschinen.,387.00,57.00
Towards action refinement for true concurrent real time.,249.00,290.00
Tableau-Based Model Checking in the Propositional Mu-Calculus.,29.00,194.00
The Complexity of Reachability in Distributed Communicating Processes.,193.00,229.00
Bin stretching revisited.,21.00,206.00
Reasoning about faulty quantum programs.,304.00,398.00
A Characterization of Attribute Evaluation in Passes.,230.00,443.00
Signature-free asynchronous Byzantine systems: from multivalued to binary consensus with t&lt; n/3  O(n<sup>2</sup>) messages  and constant time.,349.00,203.00
Analysis of a Class of Communicating Finite State Machines.,242.00,384.00
A Calculus of Refinements for Program Derivations.,483.00,289.00
Parallel LL parsing.,442.00,222.00
Recursive Assertions and Parallel Programs.,467.00,133.00
Finding vertex-surjective graph homomorphisms.,15.00,427.00
Fast Algorithms for the Elimination of Common Subexpressions,262.00,160.00
Erratum: Proving Properties of Pascal Programs in MIZAR 2.,280.00,11.00
Unconditional Transfer in Regulated Rewriting.,355.00,140.00
Further Analysis of Code Generation for a Single Register Machine.,44.00,335.00
The Synchronization of Independent Processes.,170.00,368.00
An Effectively Given Initial Semigroup.,451.00,167.00
Canonical prefixes of Petri net unfoldings.,106.00,397.00
Hardness of equivalence checking for composed finite-state systems.,30.00,331.00
Acceptable Functional Programming Systems.,48.00,81.00
Preference rankings in the face of uncertainty.,353.00,27.00
A word on 7 letters which is non-repetitive up to mod 5.,320.00,469.00
Truly Prefix-Correct Chain-Free <i> LR </i> (1) Parsers.,460.00,335.00
Some Efficient Computational Algorithms Related to Phase Models.,331.00,227.00
Axiomatic Approach to Side Effects and General Jumps.,22.00,36.00
From ATP to Timed Graphs and Hybrid Systems.,336.00,388.00
On the Recognition of Permuted Supnick and Incomplete Monge Matrices.,116.00,97.00
Tree-systems of morphisms.,499.00,338.00
First-order logics: some characterizations and closure properties.,48.00,470.00
Non uniform random generation of generalized Motzkin paths.,41.00,280.00
Parallel Tree Contraction and Prefix Computations on a Large Family of Interconnection Topologies.,125.00,187.00
Developmental Systems with Locally Catenative Formulas,117.00,229.00
Self-stabilizing group communication in directed networks.,446.00,56.00
Connectivity of workflow nets: the foundations of stepwise verification.,468.00,20.00
Trajectory-based codes.,171.00,42.00
Mining approximate interval-based temporal dependencies.,225.00,137.00
LAR: A Logic of Algorithmic Reasoning.,260.00,280.00
Synthesized and Inherited Functions. A new Computational Model for Syntax-Directed Semantic.,124.00,205.00
On Proving that Certain Languages are not ETOL.,56.00,264.00
Concurrent Algorithms for Root Searching.,75.00,245.00
Stochastic game logic.,480.00,429.00
Worst-Case Analysis for Region and Partial Region Searches in Multidimensional Binary Search Trees and Balanced Quad Trees.,190.00,100.00
Ambiguity and Precedence in Syntax Description.,261.00,453.00
Maintaining Order in a Generalized Linked List.,492.00,401.00
Verification of Programs with Procedure-Type Parameter.,9.00,321.00
Dynamic Bayesian networks for formal verification of structured stochastic processes.,219.00,341.00
The Design of a Portable Programming Language.,419.00,420.00
Merging Sorted Runs Using Large Main Memory.,37.00,331.00
Strongest Invariant Functions: Their Use in the Systematic Analysis of While Statements.,207.00,389.00
On Finite Automata with Limited Nondeterminism.,111.00,224.00
Some properties of involution binary relations.,342.00,339.00
Correctness of dataflow and systolic algorithms using algebras of streams.,141.00,62.00
Space Sweep Solves Intersection of Convex Polyhedra.,3.00,474.00
Task Allocation in Fault-Tolerant Distributed Systems.,125.00,361.00
Resolution on Formula-Trees.,226.00,12.00
Minimal Huffman Trees.,292.00,136.00
Combinator-Based Compilation of Recursive Functions with Different Parameter Passing Modes.,27.00,243.00
On the Implementation of Strassen's Fast Multiplication Algorithm.,381.00,165.00
Single Machine Flow-Time Scheduling with Scheduled Maintenance.,95.00,209.00
Infinitary rewriting: closure operators  equivalences and models.,254.00,282.00
On Alternation.,333.00,112.00
A Network for the Detection of Words in Continuous Speech.,406.00,317.00
Constructing LR Parsers for Regular Right Part Grammars.,290.00,176.00
Petri nets are dioids: a new algebraic foundation for non-deterministic net theory.,341.00,412.00
Exploiting a hypergraph model for finding Golomb rulers.,324.00,279.00
Fair sticker languages.,35.00,336.00
Descriptively Complete Process Logic.,433.00,122.00
Predicate-Transformer Semantics of General Recursion.,351.00,265.00
Characteristic bisimulation for higher-order session processes.,280.00,479.00
Symbolic models for control systems.,412.00,22.00
Locations Considered Unnecessary.,34.00,95.00
Interactaive Graphics on Intelligent Terminals in a Time-Sharing Environment.,192.00,78.00
A "Yo-Yo" Parsing Algorithm for a Large Class of van Wijngaarden Grammars.,132.00,276.00
Distributed synthesis for regular and contextfree specifications.,469.00,477.00
Decision Problems for Finite Special String-Rewriting Systems that are Confluent on Some Congruence Class.,174.00,331.00
Delay and energy efficiency analysis of multicast cooperative ARQ over wireless networks.,240.00,418.00
On the Lengths of Values in a Finite Transducer.,271.00,294.00
Effective Construction of the Syntactic Algebra of a Recognizable Series on Trees.,36.00,371.00
Querying Datalog Programs with Temporal Logic.,210.00,35.00
Average-energy games.,230.00,281.00
Grundlagen einer Theorie der Datenstrukturen und Zugriffssysteme. Teil I: Datenstrukturen und Schemata.,266.00,209.00
Periods in Extensions of Words.,381.00,72.00
On the relations between Markov chain lumpability and reversibility.,190.00,287.00
A Fully Abstract Semantics for Causality in the \pi-Calculus.,349.00,413.00
A Practical General Method for Constructing LR(k) Parsers.,216.00,128.00
Hybrid networks of evolutionary processors are computationally complete.,267.00,491.00
Berechnung und Programm. I.,325.00,351.00
Optimal Merging of 2 Elements with n Elements.,341.00,266.00
Short Resolution Proofs for a Sequence of Tricky Formulas.,350.00,470.00
Relational Level Data Structures for Programming Languages,260.00,116.00
Deep pushdown automata.,305.00,357.00
Distributed Consensus  revisited.,110.00,119.00
On Computing the Transitive Closure of a Relation.,428.00,72.00
A General Proof Rule for Procedures in Predicate Transformer Semantics.,179.00,188.00
An Experimentally Validated Model of the Paging Drum.,499.00,431.00
Inherently Nonplanar Automata.,246.00,414.00
Packing rectangles in a strip.,4.00,483.00
Throughput analysis in wireless networks with multiple users and multiple channels.,93.00,196.00
A Unified Approach to the Generation and the Acception of Formal Languages.,144.00,465.00
A Theory of Interactive Programming.,457.00,450.00
Analysis of dual-hop and multiple relays cooperative truncated ARQ with relay selection in WSNs.,153.00,150.00
A 2.5<i>n</i> Lower Bound on the Monotone Network Complexity of T_3^n.,341.00,247.00
A Characterization of Systolic Binary Tree Automata and Applications.,314.00,362.00
Conceptual Classes and System Classes in Object Databases.,11.00,112.00
Decidable Properties of Monadic Recursive Schemas With a Depth Parameter.,89.00,24.00
Data Refinement and Algebraic Structure.,471.00,61.00
Proc&eacute;dures de reprise dans les syst&egrave;mes de gestion de base de donn&eacute;es r&eacute;parties.,434.00,406.00
A Model of a Virtual Memory System.,378.00,179.00
Class Hierarchy Specialization.,34.00,139.00
Program Proving: Coroutines.,217.00,460.00
Sparsification and subexponential approximation.,376.00,288.00
Converting Untyped Formulas to Typed Ones.,139.00,377.00
Sequential and Jumping Machines and their Relation to Computers,366.00,384.00
A Characterization of Database Graphs Admitting a Simple Locking Protocol.,26.00,344.00
Some Modified Algorithms for Dijkstra's Longest Upsequence Problem.,481.00,442.00
Congruences et Automorphismes des Automates Finis.,390.00,191.00
Familles de langages translatables et ferm&eacute;es par crochet,312.00,147.00
Partage de t&acirc;ches entre processeurs homogenes.,50.00,490.00
A Model of the Dynamic Behavior of B-Trees.,70.00,129.00
Correction to Null Values in Nested Relational Databases by Mark A. Roth  H. F. Korth  and A. Silberschatz.,195.00,106.00
A Method for Transforming Grammars into LL(k) Form.,122.00,134.00
Equilibria for two parallel links: the strong price of anarchy versus the price of anarchy.,412.00,224.00
A comprehensive database schema integration method based on the theory of formal concepts.,41.00,283.00
<i> NP </i> -Hard Problems in Hierarchical-Tree Clustering.,395.00,229.00
The time complexity of typechecking tree-walking tree transducers.,104.00,281.00
General Predicate Transformer and the Semantics of a Programming Language With Go To Statement.,462.00,51.00
Application of Regular Canonical Systems to Grammars Translatable from Left to Right.,244.00,300.00
Eigenschaften der von linearen Automaten erkennbaren Worte.,35.00,485.00
Optimal Scheduling for Two-Processor Systems.,453.00,308.00
Automatic Program Verification I: A Logical Basis and its Implementation.,161.00,147.00
A Family of NP-Complete Data Aggregation Problems.,494.00,179.00
Accepting Zeno words: a way toward timed refinements.,167.00,139.00
Approximate Analysis of Exponential Queueing Systems with Blocking.,383.00,12.00
Linear Regular Sets.,31.00,24.00
Parsing Extended <i> LR(k) </i> Grammars.,47.00,395.00
On the Expected Height of Fringe-Balanced Trees.,438.00,50.00
A Fine-Grained Data-Flow Analysis Framework.,83.00,126.00
Remarks on "Some Comments on Concurrent Readers and Writers" by Reidar Conradi.,251.00,369.00
Bounded Delay for a Free Address.,324.00,111.00
Avoiding cross-bifix-free binary words.,222.00,302.00
Contextual hyperedge replacement.,216.00,345.00
On the Algebraic Specification of Infinite Objects - Ordered and Continuous Models of Algebraic Types.,313.00,147.00
A Hierarchy of Uniquely Parsable Grammar Classes and Deterministic Acceptors.,259.00,248.00
The SB-Tree: An Index-Sequential Structure for High-Performance Sequential Access.,372.00,421.00
Relational Heuristics for the Design of Deterministic Programs.,68.00,23.00
Dynamic Multi-Dimensional Data Structures Based on Quad- and <i> K - D </i> Trees.,484.00,389.00
On a Gauntlet Thrown by David Gries.,338.00,267.00
The Universe Problem for Unrestricted Flow Languages.,415.00,271.00
The Expected Additive Weight of Trees.,151.00,116.00
Information Management in Context Trees.,248.00,281.00
Vector assignment schemes for asymmetric settings.,218.00,81.00
Automatic Analysis of Inflectional Morphems in German Nouns.,363.00,198.00
A Direct Complement Construction for LR(1) Grammars.,150.00,69.00
Using the Causal Domain to Specify and verify Distributed Programs.,230.00,478.00
A Formal Semantics for Concurrent Systems with a Priority Relation.,400.00,28.00
The Stability Problem of Broadcast Packet Switching Computer Networks.,195.00,499.00
Resolution of Ambiguity in Parsing.,137.00,130.00
Algebraic Correctness Proofs for Compiling Recursive Function Definitions with Strictness Information.,30.00,137.00
Symmetry and partial order reduction techniques in model checking Rebeca.,83.00,266.00
Special issue on temporal representation and reasoning (TIME'13).,287.00,429.00
Optimal Disk Merge Patterns.,139.00,55.00
Infinitary Parallelism without Unbounded Nondeterminism in CSP.,67.00,356.00
Files d'attente exponentielles ayant des parametres non-stationnaires dans le temps.,295.00,362.00
Concurrent Search and Insertion in 2-3 Trees.,418.00,45.00
An Abstract Data Type for Name Analysis.,66.00,42.00
pi-calculus with noisy channels.,370.00,185.00
Using transition set sequences to partition behaviors of petri nets.,104.00,340.00
Algorithms for monitoring real-time properties.,438.00,380.00
Ramsey Numbers and an Approximation Algorithm for the Vertex Cover Problem.,292.00,438.00
Small universal accepting hybrid networks of evolutionary processors.,100.00,193.00
Stable Duplicate-Key Extraction with Optimal Time and Space Bounds.,183.00,462.00
An Efficient General Iterative Algorithm for Dataflow Analysis.,182.00,94.00
Fast deterministic parsers for transition networks.,388.00,239.00
Amounts of Nondeterminism in Finite Automata.,58.00,367.00
Reversible Watson-Crick automata.,406.00,201.00
The Report on the Standard Hardware Representation for ALGOL 68.,303.00,460.00
The Semigroups of Linearly Realizable Finite Automata I.,32.00,68.00
Incremental LR Parers.,416.00,393.00
An algorithmic study of switch graphs.,294.00,386.00
Semi-synchronous transductions.,132.00,63.00
On the Cost-Effectiveness of PRAMs.,38.00,243.00
Branching Processes of Petri Nets.,279.00,91.00
Distances in random digital search trees.,465.00,94.00
safeDpi: a language for controlling mobile code.,126.00,189.00
Scheduling with Slack Time.,34.00,38.00
The Average Number of Registers Needed to Evaluate a Binary Tree Optimally.,175.00,293.00
Axiomatizing the Algebra of Net Computations and Processes.,195.00,58.00
RETRPROV  A System that Looks for Axioms.,144.00,103.00
A functional approach for temporal &times; modal logics.,228.00,4.00
Picture deformation.,13.00,305.00
Binary Search Trees of Almost Optimal Height.,367.00,452.00
On the Finite Degree of Ambiguity of Finite Tree Automata.,93.00,465.00
Solving #SAT using vertex covers.,344.00,334.00
Iterative Arrays with Direct Central Control.,169.00,26.00
An exact subexponential-time lattice algorithm for Asian options.,187.00,270.00
An Easily Testable Optimal-Time VLSI-Multiplier.,326.00,154.00
Critical Comments on the Programming Language Pascal.,166.00,355.00
Incremental Evaluation for Attribute Grammars with Unrestricted Movement Between Tree Modifications.,387.00,358.00
Remarks on R. D. Tennent's Language Design Methods Based on Semantic Principles: Algol 68  A Language Designed Using Semantic Principles.,71.00,453.00
Minimale und m-minimale Variablenmengen f&uuml;r partielle Boole'sche Funktionen,37.00,69.00
Schnelle Berechnung von Kettenbruchentwicklungen.,111.00,158.00
Regular autodense languages.,295.00,475.00
Sound and Complete Hoare-like Calculi Based on Copy Rules.,338.00,395.00
Elementary Transition Systems and Refinement.,204.00,186.00
The Network Complexity and the Turing Machine Complexity of Finite Functions.,29.00,420.00
Inference rules for proving the equivalence of recursive procedures.,114.00,353.00
The Semigroups of Linearly Realizable Finite Automata II.,105.00,389.00
Providing view synchrony for group communication services.,295.00,31.00
Receptive Process Theory.,207.00,68.00
Letter from the Managing Editor.,493.00,235.00
Addenda and Corrigenda: Formal Semantics of a Class of High-Level Primitives for Coordinating Concurrent Processes,303.00,305.00
Charting the completeness frontier of inference systems for multivalued dependencies.,405.00,157.00
On-Way Multihead Deterministic Finite Automata.,133.00,109.00
The Expected Behaviour of B+-Trees.,43.00,388.00
Refinement of actions and equivalence notions for concurrent systems.,78.00,118.00
Precedence Technique is not Worse than SLR(1).,283.00,171.00
Standard Model Semantics for DSL A Data Type Specification Language.,46.00,222.00
Step Failures Semantics and a Complete Proof System.,337.00,10.00
MOMI: a calculus for mobile mixins.,472.00,134.00
Deleting the Root of a Heap.,376.00,378.00
Descending chains and narrowing on template abstract domains.,280.00,400.00
Polytime Model Checking for Timed Probabilistic Computation Tree Logic.,454.00,16.00
A Sound and Relatively * Complete Hoare-Logic for a Language With Higher Type Procedures.,442.00,471.00
Forgetting Automata and Context-Free Languages.,278.00,349.00
Preface for the special issue "FM15".,208.00,26.00
A life dedicated to informatics: an obituary for Prof. Friedrich L. Bauer.,374.00,265.00
Rational Index of Vector Addition Systems Languages.,312.00,279.00
Node Flows in Graphs with Conservative Flow.,52.00,403.00
Dijkstra-Scholten Predicate Calculus: Concepts and Misconceptions.,443.00,337.00
Management of interval probabilistic data.,60.00,127.00
Inner Loops in Flowgraphs and Code Optimization.,150.00,412.00
Iteration of Transformation Passes over Attributed Program Trees.,106.00,112.00
Varepsilon-Productions in Context-Free Grammars.,316.00,246.00
On the Self Contained Modelling of DB/DC Systems.,145.00,67.00
Two-Symbol DOS Systems Generating Regular Languages.,175.00,475.00
A construction of distributed reference counting.,80.00,271.00
A criterion for atomicity revisited.,105.00,371.00
An Analytic Storage Allocation Model.,99.00,478.00
Inductive Attribute Grammars: A Basis for Incremental Program Execution.,454.00,230.00
A Model for Data Structures and Its Applications. I.,52.00,188.00
Performance Predictions for Extended Paged Memories.,424.00,455.00
General quantitative specification theories with modal transition systems.,64.00,286.00
On path-controlled insertion-deletion systems.,362.00,84.00
Scattered context grammars that erase nonterminals in a generalized <i>k</i> -limited way.,205.00,271.00
A quadratic speedup theorem for iterative arrays.,387.00,199.00
The Schorr-Waite Graph Marking Algorithm.,146.00,97.00
Multi-letter quantum finite automata: decidability of the equivalence and minimization of states.,270.00,122.00
An Optimality Theory of Concurrency Control for Databases.,328.00,449.00
Transposition of Large Tabular Data Structures with Applications to Physical Database Organization.,337.00,211.00
Continuous Reductions Among Combinatorial Optimization Problems.,254.00,482.00
Finding a Maximum Matching in a Permutation Graph.,403.00,14.00
A Hierarchy Theorem for Multihead Stack-Counter Automata.,484.00,197.00
Reasoning about probabilistic sequential programs in a probabilistic logic.,39.00,262.00
On the hierarchy of distribution-sensitive properties for data structures.,333.00,324.00
A Proof Method for Cyclic Programs.,450.00,494.00
General Properties of Derivational Complexity.,309.00,96.00
A note on the factorization conjecture.,101.00,226.00
The Virtual Feedback Problem in Hierarchical Representations of Combinational Circuits.,113.00,133.00
On Some Variants of Post's Correspondence Problem.,395.00,43.00
Reexecution in Abstract Interpretation of Prolog.,309.00,44.00
Automating the Knuth Bendix Ordering.,454.00,233.00
Recognition and Selection of Idioms for Code Optimization.,367.00,470.00
Depth-First K-Trees and Critical Path Analysis.,428.00,492.00
&Uuml;ber Separatoren in planaren Graphen.,407.00,190.00
Eliminating Unit Reductions from <i> LR(k) </i> Parsers Using Minimum Contexts.,75.00,404.00
Extended Linear Macro Grammars  Iteration Grammars  and Register Programs.,2.00,11.00
Context-Free Grammars With Selective Rewriting.,394.00,7.00
The complexity of counting models of linear-time temporal logic.,5.00,103.00
On the Complexity of Formal Grammars.,336.00,434.00
Using Graph Coloring in an Algebraic Compiler.,43.00,36.00
A Characterisation of Meet and Join Respecting Pre-Orders and Congruences on Finite Lattices.,477.00,192.00
Extended Directed Graphs  a Formalism for Structured Data and Data Structures.,55.00,110.00
Hybridization methods for the analysis of nonlinear systems.,164.00,171.00
A Characterization of Set Representable Labeled Partial 2-Structures Through Decompositions.,395.00,339.00
On Generating Database Schemes Bounded or Constant-time-maintainable by Extensibility.,28.00,32.00
Containment and disjointedness in partitioned normal form relations.,79.00,77.00
Bounds on Algorithms for String Generation.,7.00,472.00
Decidability of Model Checking for Infinite-State Concurrent Systems.,109.00,248.00
Object type constructors.,425.00,174.00
On the incremental growth and shrinkage of LR goto-graphs.,23.00,285.00
Avoidable binary patterns in partial words.,287.00,338.00
On Slender 0L Languages over the Binary Alphabet.,25.00,446.00
Trial and Error. A New Approach to Space-Bounded Learning.,253.00,398.00
Unavoidable Binary Patterns.,194.00,6.00
Visibly rational expressions.,109.00,141.00
Program reversals for evolutions with non-uniform step costs.,307.00,94.00
Testing Attribute Grammars for Circularity.,112.00,100.00
The Log-Structured Merge-Tree (LSM-Tree).,289.00,385.00
Optimal Multiway Search Trees for Variable Size Keys.,255.00,166.00
An Experience in Proving Regular Networks of Processes by Modular Model Checking.,235.00,79.00
A theory of ultimately periodic languages and automata with an application to time granularity.,203.00,238.00
Querying Fragmented Relations in a Distributed Database.,354.00,336.00
A Markov modulated multi-server queue with negative customers - The MM CPP/GE/c/L G-queue.,275.00,137.00
The Formal Power of One-Visit Attribute Grammars.,481.00,450.00
Nested antichains for WS1S.,439.00,76.00
Stacks  Queues  and Deques with Order-Statistic Operations.,439.00,91.00
On two Families of Forests.,293.00,134.00
Probabilistic Models of Computer Systems - Part I (Exact Results).,137.00,457.00
On Bounds of Response Time Performance Achievable by Multiclass Single-Server Queues.,367.00,45.00
Sequential Method in Propositional Dynamic Logic.,148.00,14.00
Speeding up Dynamic Transitive Closure for Bounded Degree Graphs.,278.00,152.00
Scheduling Saves in Fault-Tolerant Computations.,89.00,377.00
The Equivalence of Horn and Network Complexity for Boolean Functions.,197.00,68.00
Modal algebra and Petri nets.,151.00,117.00
Semantic Foundations of 4NF in Relational Database Design.,151.00,238.00
Iterative Weighted Finite Transductions.,98.00,359.00
Context-Free Hypergraph Grammars have the Same Term-Generating Power as Attribute Grammars.,89.00,125.00
Pipelines: Modelling a software architecture through relations.,245.00,447.00
Satisfiability of Co-Nested Formulas.,64.00,187.00
Graph Theoretic Closure Properties of the Family of Boundary NLC Graph Languages.,385.00,413.00
CCS: It's not fair! - Fair schedulers cannot be implemented in CCS-like languages even under progress and certain fairness assumptions.,410.00,84.00
An Analysis of a Contention Resolution Algorithm: Another Approach.,106.00,123.00
One-sided random context grammars.,128.00,379.00
Regenerative Simulation of Response Times in Networks of Queues: Statistical Efficiency.,279.00,117.00
Formal properties of XML grammars and languages.,41.00,328.00
The LBA-Problem and the Deterministic Tape Complexity of Two-Way One-Counter Languages over a One-Letter Alphabet.,158.00,259.00
Static Main Storage Packing Problems.,487.00,376.00
On the Semantics of Polymorphism.,347.00,194.00
Adding a path connectedness operator to FO+poly (linear).,200.00,284.00
Independent Database Schemes under Functional and Inclusion Dependencies.,416.00,483.00
On the power of enzymatic numerical P systems.,469.00,138.00
A Compositional Dataflow Semantics for Petri Nets.,125.00,401.00
Modularity and Expressibility for Nets of Relations.,252.00,244.00
Modeling Data-Intensive Reactive Systems with Relational Transition Systems.,270.00,462.00
Generalized contexts for reaction systems: definition and study of dynamic causalities.,186.00,170.00
Two-dimensional packing with conflicts.,342.00,110.00
Proof of Termination within a Weak Logic of Programs.,47.00,118.00
SLR(1) and LALR(1) Parsing for Unrestricted Grammars.,276.00,416.00
On the tree-transformation power of XSLT.,302.00,69.00
On the Response Time Distribution in a Discrete Round-Robin Queue.,416.00,177.00
On the Efficient Implementation of Conditional Critical Regions and the Construction of Monitors.,439.00,340.00
New Lower Bounds on the Formula Size of Boolean Functions.,195.00,190.00
Quantum loop programs.,2.00,73.00
Proving and Applying Program Transformations Expressed with Second-Order Patterns.,229.00,153.00
LR Parsing for Affix Grammars.,149.00,301.00
HDTOL Matching of Computations of Multitape Automata.,149.00,378.00
On Partitions and Presortedness of Sequences.,80.00,67.00
Erratum to: Avoidable binary patterns in partial words.,32.00,346.00
Judgmental subtyping systems with intersection types and modal types.,254.00,301.00
Embedding linear orders in grids.,97.00,199.00
Predicative Methodology.,250.00,491.00
Proving Programs Correct through Refinement.,346.00,272.00
Analysis of a Prioritized CSMA Protocol Based on Staggered Delays.,240.00,493.00
Two-way pebble transducers for partial functions and their composition.,99.00,189.00
On &#945; 2 - &#957; 2-products of automata.,299.00,271.00
On a New Approach to Representation Independent Data Classes.,333.00,358.00
Optimum Checkpoints with Age Dependent Failures.,276.00,55.00
A Logic for the Specification and Proof of Regular Controllable Processes of CCS.,266.00,20.00
Op&eacute;rations de Cylindre et applications s&eacute;quentielles gauches inverses.,91.00,223.00
Denotational fixed-point semantics for constructive scheduling of synchronous concurrency.,417.00,496.00
Deadlock-Freedom in Resource Contentions.,335.00,292.00
A Note on Degrees of Context-Sensitivity.,351.00,459.00
Petri nets with name creation for transient secure association.,207.00,74.00
The weakest specifunction.,398.00,236.00
Interpretation and Reduction of Attribute Grammars.,35.00,132.00
Graph Complexity.,330.00,192.00
The Formal Development of a Parallel Program Performing LU-Decomposition.,370.00,209.00
Deterministic Asynchronous Automata for Infinite Traces.,62.00,34.00
Gray code orders for q-ary words avoiding a given factor.,261.00,476.00
Parallel Language Recognition in Constant Time by Cellular Automata.,348.00,259.00
An Algebra for Process Creation.,232.00,466.00
Nested Satisfiability.,492.00,454.00
Ideal preemptive schedules on two processors.,42.00,456.00
Context-free Text Grammars.,78.00,202.00
Formal Semantics of a Class of High-Level Primitives for Coordinating Concurrent Processes,332.00,246.00
Relating Confluence  Innermost-Confluence and Outermost-Confluence Properties of Term Rewriting Systems.,477.00,368.00
Greed in Resource Scheduling.,88.00,100.00
A Decomposable Model of Program Paging Behaviour.,364.00,99.00
Analysis of range search for random k-d trees.,445.00,309.00
A Regularity Test for Dual Bordered <i> OS </i> Systems.,452.00,34.00
Parallel LL parsing.,371.00,83.00
Generalized Theory of Serializability.,32.00,272.00
Unbalanced Multiway Trees Improved by Partial Expansions.,256.00,161.00
On-Line Multiversion Database Concurrency Control.,257.00,126.00
Product Properties and Their Direct Verification.,267.00,177.00
Two-tier relaxed heaps.,115.00,498.00
Algebraic reasoning for probabilistic action systems and while-loops.,274.00,272.00
Trading polarizations for labels in P systems with active membranes.,429.00,169.00
A Transformation Method for Dynamic-Sized Tabulation.,437.00,282.00
General Purpose Schedulers for Database Systems.,155.00,6.00
Erratum: Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,145.00,105.00
Step traces.,225.00,74.00
A New Explanation of the Glitch Phenomenon.,444.00,465.00
LR-Parsing of Extended Context Free Grammars.,385.00,401.00
Resource Finding in Store-and-Forward Networks.,441.00,328.00
Fairness of Actions in System Computations.,203.00,103.00
Fooling a Two-Way Nondeterministic Multihead Automaton with Reversal Number Restriction.,194.00,394.00
Replication  refinement &amp; reachability: complexity in dynamic condition-response graphs.,180.00,309.00
Representation of Graphs.,273.00,74.00
Dynamic LL(k) Parsing.,340.00,491.00
A linear-time algorithm for the orbit problem over cyclic groups.,104.00,291.00
Fundamentals of control flow in workflows.,98.00,498.00
A distributed QoS-Aware multicast routing protocol.,326.00,430.00
Strategy synthesis for multi-dimensional quantitative objectives.,291.00,415.00
Evaluation des Performances d'un Algorithme de Controle de la Coh&eacute;rence d'une Base de Donn&eacute;es R&eacute;partie.,189.00,103.00
Analysis of a Service Facility with Periodic Checkpointing.,462.00,98.00
A decomposition theorem for finite persistent transition systems.,29.00,319.00
Weakly Independent Database Schemes.,301.00,172.00
On the closure of pattern expressions languages under intersection with regular languages.,486.00,449.00
The Effect of Fixed-Length Record Implementation on File System Response.,309.00,32.00
Die Zeitkomplexit&auml;t des Normalisierungsproblems bei kontextsensitiven Grammatiken.,192.00,160.00
The Complexity of Combinatorial Problems with Succinct Input Representation.,174.00,158.00
Limit laws for terminal nodes in random circuits with restricted fan-out: a family of graphs generalizing binary search trees.,19.00,206.00
Job Scheduling Guaranteeing Reasonable Turn-Around Times.,196.00,372.00
Generalized Recursive Data Structures.,4.00,228.00
An Incremental Primal Sieve.,347.00,65.00
Transformational Methods and their Application to Complexity Problems.,330.00,239.00
A. Nico Habermann 1932-1993.,303.00,456.00
Using Circular Programs to Eliminate Multiple Traversals of Data.,215.00,380.00
Process algebra with action dependencies.,475.00,204.00
Special issue on Rich Models  EU-COST Action IC0901 Rich-Model Toolkit.,398.00,120.00
Free Choice Systems Have Home States.,121.00,3.00
Metatheorems for Decision Problems on Hyperedge Replacement Graph Languages.,419.00,106.00
The size of random bucket trees via urn models.,479.00,343.00
Parametrized invariance for infinite state processes.,20.00,196.00
On the Sequential Nature of Interprocedural Program-Analysis Problems.,318.00,77.00
Throughput of a Satellite Channel Communication.,419.00,403.00
Choosing a Storage Schema.,342.00,105.00
Normal Forms for Context-Sensitive Grammars.,350.00,85.00
The class Steiner minimal tree problem: a lower bound and test problem generation.,226.00,283.00
Detecting Morphic Images of a Word on the Rank of a Pattern.,229.00,199.00
Corrections to "A Synthesis of Several Sorting Algorithms" by J. Darlington.,82.00,440.00
Synchronisationsgraphen,473.00,363.00
A Transformation System for Concurrent Processes.,330.00,90.00
Rewrite Systems on a Lattice of Types.,378.00,428.00
A New Approach to Parallel Computing.,118.00,261.00
Parallel Approximation Schemes for Subset Sum and Knapsack Problems.,178.00,309.00
Reactive synthesis without regret.,57.00,221.00
Sufficient-Completeness  Ground-Reducibility and their Complexity.,250.00,76.00
An axiomatization of graphs.,395.00,76.00
Speeding up Circularity Tests for Attribute Grammars.,92.00,391.00
