Factorisation of transition systems.,407.00,132.00
Syntactic Complexity of Scattered Context Grammars.,211.00,492.00
Complexity of the Word Problem for Commutative Semigroups of Fixed Dimension.,69.00,63.00
A Balanced Search Tree with <i> O </i> (1) Worst-case Update Time.,336.00,169.00
On Counting and Approximation.,386.00,123.00
On the hardness of analyzing probabilistic programs.,44.00,131.00
Axioms for Total Correctness.,162.00,315.00
Optimal algorithms for semi-online preemptive scheduling problems on two uniform machines.,99.00,53.00
Memory Fragmentation in Buddy Methods for Dynamic Storage Allocation.,6.00,262.00
Pascal-Clarifications and Recommended Extensions.,191.00,281.00
Minimal Communication Cost Software Construction in the Internet Environment.,149.00,35.00
An Analysis of two Related Loop-free Algorithms for Generating Integer Partitions.,213.00,227.00
Locality Based Semantics for Process Algebras.,237.00,286.00
A Unified View of the Complexity of Evaluation and Interpolation.,18.00,270.00
An Optimal Algorithm for Decomposing a Window into Maximal Quadtree Blocks.,355.00,492.00
The Analysis of Heuristics for Search Trees.,332.00,491.00
Communication for Alternating Machines.,67.00,206.00
Self-embedded context-free grammars with regular counterparts.,447.00,313.00
Editorial: Hybrid Systems.,135.00,243.00
Single Machine Flow-Time Scheduling With a Single Breakdown.,158.00,423.00
Symblicit algorithms for mean-payoff and shortest path in monotonic Markov decision processes.,372.00,149.00
A Relational Approach to the Design of Deterministic Programs.,31.00,481.00
An Optimal Algorithm for Solving the Searchlight Guarding Problem on Weighted Two-Terminal Series-Parallel Graphs.,363.00,226.00
Partial Abstract Types.,201.00,365.00
On reversible Turing machines and their function universality.,36.00,394.00
On the Complexity of some Problems Concerning the Use of Procedures II.,122.00,345.00
On Correct Procedure Parameter Transmission in Higher Programming Languages,461.00,24.00
Deterministic ordered restarting automata for picture languages.,150.00,197.00
Generalized Deterministic Left To Right Parsing.,142.00,266.00
Some Order Dimension Bounds for Communication Complexity Problems.,291.00,31.00
On the Existence of Symmetric Algorithms to Find Leaders in Networks of Communicating Sequential Processes.,350.00,176.00
On the Worst Case Performance of Buddy Systems.,320.00,486.00
On Random 2-3 Trees.,356.00,404.00
A Note on the Influence of Program Loading on the Page Fault Rate.,346.00,267.00
The Choice Coordination Problem.,423.00,267.00
Lifting non-finite axiomatizability results to extensions of process algebras.,142.00,107.00
Improving Time and Space Efficiency in Generalized Binary Search Trees.,404.00,284.00
Lifetime Analysis for Attributes.,147.00,115.00
Parallel Algorithms for Adaptive Quadrature II Metalgorithm Correctness.,296.00,72.00
The syntactic monoid of hairpin-free languages.,191.00,344.00
A Result on <i> k </i> -Valent Graphs and Its Application to a Graph Embedding Problem.,37.00,408.00
Transforming Unbalanced Multiway Trees into a Practical External Data Structure.,217.00,335.00
A Fine-Grained Solution to the Mutual Exclusion Problem.,238.00,324.00
Extracting unsatisfiable cores for LTL via temporal resolution.,40.00,379.00
Non-deterministic Data Types: Models and Implementations.,137.00,435.00
A System which Automatically Improves Programs.,260.00,497.00
Early action in an Earley parser.,198.00,100.00
Words  univalent factors  and boxes.,158.00,455.00
Some Resource Allocation Policies in a Multi Associative Processor.,195.00,381.00
Backtracking with Multi-Level Dynamic Search Rearrangement.,25.00,269.00
Concurrency and Trie Hashing.,293.00,326.00
Pseudopolynomial iterative algorithm to solve total-payoff games and min-cost reachability games.,421.00,495.00
Algebraic Program Testing.,96.00,219.00
Proving Correctness of Coroutines Without History Variables.,394.00,345.00
Fusion and Simultaneous Execution in the Refinement Calculus.,152.00,412.00
Algebras for iteration and infinite computations.,363.00,380.00
A Simple Fixpoint Argument Without the Restriction to Continuity.,18.00,146.00
Consistent and Complementary Formal Theories of the Semantics of Programming Languages.,241.00,407.00
Types in concurrency.,276.00,238.00
Probabilistic Bounds for Dual Bin-Packing.,327.00,205.00
A Formal Model of Atomicity in Asynchronous Systems.,400.00,264.00
Monte Carlo Circuits for the Abelian Permutation Group Intersection Problem.,280.00,150.00
Compositional verification of asynchronous concurrent systems using CADP.,349.00,309.00
Generating Words Lexicographically: An Average-Case Analysis.,402.00,436.00
An Observation on Suffix Redundancy in LL(1) Error Repair.,216.00,135.00
A Closer Look at Termination.,459.00,113.00
On the Costs of Optimal and Near-Optimal Binary Search Trees.,191.00,470.00
Past is for free: on the complexity of verifying linear temporal properties with past.,104.00,295.00
Berechnung und Programm. II.,386.00,352.00
A Comparison of Storage Optimizations in Automatically-Generated Attribute Evaluators.,495.00,240.00
On Grammar Forms with Terminal Context.,215.00,198.00
Failures Semantics and Deadlocking of Modular Petri Nets.,171.00,3.00
Proof Rules for Gotos.,340.00,351.00
Parameterized complexity of three edge contraction problems with degree constraints.,413.00,267.00
Partial (Set) 2-Structures. Part I: Basic Notions and the Representation Problem.,8.00,235.00
Consistent Records in Asynchronous Computations.,241.00,462.00
Comments on "A Comparison of Two Synchronizing Concepts by Per Brinch Hansen".,236.00,47.00
Preface for the special issue for ATVA 2015.,329.00,313.00
Deterministic Buffer Synchronization of Sequential Processes.,350.00,125.00
Geometric analysis of nondeterminacy in dynamical systems.,218.00,31.00
Axiomatics for Memory Allocation.,199.00,126.00
On Linear List Recursion in Parallel.,65.00,95.00
Boundedly LR( <i> k </i> )-conflictable Grammars.,384.00,212.00
A Sharp Proof Rule for Procedures in wp Semantics.,193.00,485.00
Randomized and Deterministic Simulations of PRAMs by Parallel Machines with Restricted Granularity of Parallel Memories.,51.00,283.00
Temporal Predicat Transformers and Fair Termination.,474.00,8.00
Families of automata characterizing context-sensitive languages.,147.00,349.00
Yet another generation of LALR parsers for regular right part grammars.,493.00,106.00
The Behaviour of a Single-Queue in a General Queueing Network.,9.00,184.00
Losslessness and Project-Join Constructibility in Relational Databases.,235.00,147.00
Symmetric Binary B-Trees: Data Structure and Maintenance Algorithms.,204.00,92.00
Performance Bounds for Binary Testing with Arbitrary Weights.,78.00,384.00
S-Invariant Analysis of General Recursive Petri Boxes.,31.00,95.00
Applications of a Categorical Framework for Conceptual Data Modelling.,90.00,435.00
Program-Substitution and Admissibility of Rules in Algorithmic Logic.,285.00,386.00
On Communication-Bounded Synchronized Alternating Finite Automata.,452.00,469.00
Efficient processing of simple temporal networks with uncertainty: algorithms for dynamic controllability verification.,42.00,298.00
Performance and Reliability Improvement by Using Asynchronous Algorithms in Disk Buffer Cache Memory.,27.00,246.00
Special issue on "Comprehending asynchrony in specification and analysis" dedicated to Walter Vogler on the occasion of his 60th birthday.,490.00,21.00
The Relaxed min-max Heap.,425.00,38.00
Size-depht Tradeoff in Non-monotone Boolean Formulae.,375.00,471.00
On Sets of Boolean <i> n </i> -Projections Surjective.,112.00,241.00
Synchronized Behaviours of Processes and Rational Relations.,381.00,377.00
The Method of Attributes for Data Flow Analysis: Part I. Exhaustive Analysis.,201.00,285.00
First-Order Identities as a Defining Language.,124.00,315.00
Big data interpolation using functional representation.,5.00,151.00
An Approach to Automating the Verification of Compact Parallel Coordination Programs I.,211.00,259.00
Computational complexity via programming languages: constant factors do matter.,110.00,21.00
Axiomatising timed automata.,373.00,267.00
On the Analysis of Petri Nets with Static Priorities.,426.00,275.00
Optimal alpha-beta Trees with Capacity Constraint.,296.00,31.00
Bounded choice-free Petri net synthesis: algorithmic issues.,7.00,365.00
Bounded Self-Stabilizing Petri Nets.,457.00,190.00
On Termination Problems for Finitely Interpreted ALGOL-like Programs.,251.00,415.00
Equivalences and optimizations in an expressive XSLT subset.,436.00,216.00
Metric Semantics from Partial Order Semantics.,188.00,218.00
Some results on the Collatz problem.,200.00,491.00
An Extension of the Theory of Learning Systems,354.00,198.00
"Backward" coinduction  Nash equilibrium and the rationality of escalation.,225.00,155.00
Efficient Algorithms for Finding Maximum Matchings in Convex Bipartite Graphs and Related Problems.,350.00,265.00
Availability of a Distributed Computer System with Failures.,260.00,298.00
Left Context Precedence Grammars.,275.00,461.00
Long Unavoidable Patterns.,382.00,176.00
Preserving key in XML data transformation.,234.00,54.00
Sequentielle Analyse kontextfreier Sprachen.,456.00,244.00
Memory Requirements for Silent Stabilization.,31.00,155.00
DNA Computing  Sticker Systems  and Universality.,287.00,458.00
The Use of Deleted Tuples in Database  Querying and Updating.,255.00,118.00
Processors Selection and Traffic Splitting in a Parallel Processors System.,336.00,259.00
Minimal Equational Representations of Recognizable Tree Languages.,382.00,216.00
Three-element codes with one d-primitive word.,69.00,72.00
Boolesche Minimalpolynome und &Uuml;berdeckungsprobleme.,273.00,383.00
Organization and Maintenance of Large Ordered Indices.,89.00,9.00
Optimal Fault-Tolerant Computing on Multiprocessor Systems.,491.00,152.00
Investigations on Hotz Groups for Arbitrary Grammars.,176.00,362.00
BRNGLR: a cubic Tomita-style GLR parsing algorithm.,326.00,212.00
Forward and backward application of symbolic tree transducers.,272.00,41.00
On the power of deep pushdown stacks.,116.00,97.00
A Feedback-Coupled Resource Allocation Policy for Multiprogrammed Computer Systems.,141.00,78.00
On Characterizations of Recursively Enumerable Languages.,277.00,157.00
On the Equivalence of Some Transductions Involving Letter to Letter Morphisms on Regular Languages.,90.00,48.00
Reduced Constants for Simple Cycle Graph Separation.,12.00,267.00
Proving Properties of Interacting Processes.,278.00,320.00
Equivalence checking of Petri net models of programs using static and dynamic cut-points.,196.00,430.00
On the Interdependence Between Shuffle and Crossing-Over Operations.,49.00,449.00
Approximating Traces.,325.00,409.00
Lower Bounds for Sorting on Mesh-Connected Architectures.,343.00,379.00
Intersections de langages alg&eacute;briques born&eacute;s.,135.00,177.00
M-nets: a survey.,307.00,176.00
Pathlistings Applied to Data Flow Analysis.,475.00,85.00
Bin Packing: Maximizing the Number of Pieces Packed.,96.00,235.00
Computing Extremal and Approximate Distances in Graphs Having Unit Cost Edges.,155.00,91.00
The ( <i> n k </i> )-Bounded Emptiness-Problem for Probabilistic Acceptors and Related Problems.,280.00,6.00
A Petri Nets Semantics for Data Flow Networks.,376.00,241.00
An Operational Semantics for Specifications of Abstract Data Types with Error Handling.,353.00,349.00
Symbolic automata for representing big code.,26.00,373.00
Scattered Versus Context-Sensitive Rewriting.,103.00,295.00
Partitioning a Sequence into Few Monotone Subsequences.,78.00,464.00
The Residue of Vector Sets with Applications to Decidability Problems in Petri Nets.,33.00,431.00
Dependency Preservation in Semantic Databases.,454.00,497.00
TSO-to-TSO linearizability is undecidable.,423.00,227.00
A Maximum Entropy Analysis of the <i> M/G/ </i> 1 and <i> G/M/ </i> 1 Queueing Systems at Equilibrium.,322.00,435.00
Observational Implementation of Algebraic Specifications.,125.00,47.00
Computation Sequences: A Way to Characterize Classes of Attribute Grammars.,186.00,54.00
Formal communication elimination and sequentialization equivalence proofs for distributed system models.,356.00,416.00
Optimal Codes  n-Arcs and Laguerre Geometry.,152.00,199.00
Extending the accommodating function.,380.00,25.00
Program Proving: Jumps and Functions.,283.00,103.00
An Efficient Incremental LR Parser for Grammars With Epsilon Productions.,118.00,399.00
Prescribed Teams of Grammars.,154.00,231.00
'Closed Interval Process Algebra' versus 'Interval Process Algebra'.,14.00,83.00
PROCOL: A Concurrent Object-Oriented Language with Protocols Delegation and Constraints.,289.00,388.00
Characterizations of k-comma codes and k-comma intercodes.,140.00,368.00
Representing CCS Programs by Finite Predicate/Transition Nets.,368.00,121.00
The Verification and Synthesis of Data Structures.,50.00,454.00
Dependability Evaluation of Hierarchical Systems.,157.00,272.00
On Generators and Generative Capacity of EOL Forms.,402.00,87.00
The Expressive Theory of Stacks.,299.00,482.00
Revisiting bisimilarity and its modal logic for nondeterministic and probabilistic processes.,198.00,171.00
Prototyping Realistic Programming Languages Based on Formal Specifications.,305.00,34.00
Algorithms for Routing in Planar Graphs.,461.00,11.00
The Analysis of Quicksort Programs.,145.00,49.00
On the Complexity of Concurrency Control Using Semantic Information.,448.00,253.00
Specification-Oriented Semantics for Communicating Processes.,296.00,105.00
Nonlinear Pattern Theory.,150.00,59.00
Lineare Realisierbarkeit endlicher Automaten &uuml;ber endlichen K&ouml;rpern.,379.00,41.00
A queue based mutual exclusion algorithm.,62.00,362.00
On using data abstractions for model checking refinements.,185.00,96.00
A comparison of pebble tree transducers with macro tree transducers.,87.00,92.00
Safe projections of binary data sets.,23.00,172.00
Equivalence of the Gries and Martin Proof Rules for Procedure Calls.,249.00,19.00
Net-Based Control Versus Rational Control. The Relation Between ITNC Vector Languages and Rational Relations.,249.00,402.00
Describing Semantic Domains with Sprouts.,218.00,230.00
Relations among Simultaneous Complexity Classes of Nondeterministic and Alternating Turing Machines.,348.00,213.00
Variance of Storage Requirements for B+-trees.,461.00,398.00
About the Collatz Conjecture.,393.00,175.00
Minimizing Mean Flow-Time with Parallel Processors and Resource Constraints.,231.00,16.00
On Minimizing the Forall-Not Degree of a Connective-Free Formula.,16.00,369.00
A Theory of Bisimulation for the pi-Calculus.,153.00,480.00
A Class of Measures on Formal Languages.,35.00,359.00
On-line graph coloring of P<sub>5</sub>-free graphs.,235.00,278.00
Performances of an Algorithm Constructing a Nearly Optimal Binary Tree.,309.00,153.00
Online edge coloring of paths and trees with a fixed number of colors.,33.00,116.00
One-write algorithms for multivalued regular and atomic registers.,412.00,308.00
Efficiency of Universal Parallel Computers.,164.00,16.00
Infinitary rewriting: meta-theory and convergence.,123.00,246.00
Null Values in Nested Relational Databases.,165.00,138.00
Extensional Equivalences for Transition Systems.,91.00,232.00
Reachability analysis of reversal-bounded automata on series-parallel graphs.,200.00,323.00
A Denotational Framework for Data Flow Analysis.,461.00,393.00
On the Power of L-Systems in Image Generation.,213.00,97.00
Arbitration Without Common Modifiable Variables.,264.00,62.00
Embedding mappings and splittings with applications.,195.00,135.00
Using the Blankinship Algorithm to Find the General Solution of a Linear Diophantine Equation.,279.00,348.00
Translational lemmas for DLOGTIME-uniform circuits  alternating TMs  and PRAMs.,80.00,38.00
On the complexity of drawing trees nicely: corrigendum.,394.00,155.00
Revised Report on the Algorithmic Language ALGOL 68,135.00,440.00
Exhaustive generation of combinatorial objects by ECO.,378.00,470.00
Completeness of <i> E </i> 0 <i> L </i> Forms is Decidable.,319.00,408.00
Sur les g&eacute;n&eacute;rateurs alg&eacute;briques et lin&eacute;aires.,33.00,230.00
Distinguishing and relating higher-order and first-order processes by expressiveness.,321.00,331.00
Performance Analysis of Multiprocessor Systems Containing Functionally Dedicated Processors.,141.00,389.00
Proving Termination of (Conditional) Rewrite Systems. A Semantic Approach.,449.00,46.00
Specification transformers: a predicate transformer approach to composition.,364.00,89.00
A sequential real-time refinement calculus.,12.00,171.00
Comparing the worst-case efficiency of asynchronous systems with PAFAS.,44.00,116.00
Bases for closed sets of implicants and implicates in temporal logic.,6.00,167.00
On a Covering Relation for Context-Free Grammars.,101.00,104.00
Some Extended Semaphore Primitives.,235.00,243.00
Periodic-like words  periodicity  and boxes.,383.00,111.00
Decomposing a Window into Maximal Quadtree Blocks.,135.00,260.00
On the equivalence and rewriting of aggregate queries.,405.00,75.00
Proof Rules for the Programming Language Euclid.,489.00,127.00
On Binary Tree Encodements.,470.00,23.00
Proof of Correctness of Data Representations.,6.00,471.00
Classifications of Dense Languages.,183.00,341.00
Reachability results for timed automata with unbounded data structures.,49.00,325.00
Algorithms Minimizing Mean Flow Time: Schedule-Length Properties.,92.00,184.00
Multiparty session types as coherence proofs.,384.00,233.00
<i> LR </i> (0) Grammars Generated by <i> LR </i> (0) Parsers.,298.00,366.00
Recognizable Trace Languages  Distributed Automata and the Distribution Problem.,221.00,394.00
N-dimensional versus (N-1)-dimensional connectivity testing of first-order queries to semi-algebraic sets.,490.00,134.00
Black-White Pebbles and Graph Separation.,426.00,387.00
Category-Based Modularisation for Equational Logic Programming.,89.00,481.00
The Axiomatic Semantics of Programs Based on Hoare's Logic.,396.00,387.00
Special issue of the 21st International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS 2015).,335.00,314.00
Reasoning with First Order Nondeterministic Specifications.,55.00,426.00
Nearly Optimal Binary Search Trees.,104.00,405.00
On Procedures as Open Subroutines. II.,138.00,22.00
The ELL(1) Parser Generator and the Error Recovery Mechanism.,348.00,102.00
Sets with Small Generalized Kolmogorov Complexity.,69.00,173.00
On Deciding Whether a Monoid is a Free Monoid or is a Group.,334.00,245.00
On the number of nodes in universal networks of evolutionary processors.,494.00,52.00
Attribute Storage Optimization by Stacks.,326.00,35.00
Addendum to Null Values in Nested Relational Databases.,90.00,345.00
Refinement checking on parametric modal transition systems.,404.00,358.00
Revisiting causality  coalgebraically.,195.00,480.00
Alias Analysis of Pointers in Pascal and Fortran 90: Dependence Analysis Between Pointer References.,270.00,485.00
A New Formula for Speedup and its Characterization.,123.00,242.00
Partial-Predicate Logic in Computer Science.,450.00,62.00
MRE Hierarchical Decomposition of General Queueing Network Models.,102.00,445.00
Extended Nested Relations.,418.00,165.00
Program Behavior Prediction and Prepaging.,240.00,179.00
A Single Server Queue with Mixed Types of Interruptions.,133.00,352.00
On the Space Optimizing Effect of Eliminating Single Productions from <i> LR </i> Parsers.,73.00,276.00
On the Expressive Power of Data Dependencies.,282.00,194.00
Corrigenda: Transformational Methods and Their Application to Complexity Problems,465.00,223.00
Inefficiency of equilibria for the machine covering game on uniform machines.,211.00,127.00
Fairness and Related Properties in Transition Systems - A Temporal Logic to Deal with Fairness.,419.00,239.00
A Generalized Distribution Model for Random Recursive Trees.,491.00,309.00
Speicheroptimale Formel&uuml;bersetzung.,114.00,30.00
Membrane systems with promoters/inhibitors.,187.00,88.00
Minimizing Time-Space Cost for Database Version Control.,38.00,390.00
Random walks for selected boolean implication and equivalence problems.,66.00,86.00
Verification conditions are code.,286.00,493.00
Recursive descent parsing for Boolean grammars.,91.00,239.00
An Algebraic Semantics of Higher-Order Types with Subtypes.,193.00,60.00
An Optimal Emulator and VLSI Layout for Complete Binary Trees.,210.00,89.00
Nonterminals  Homomorphisms and Codings in Different Variations of OL-Systems. II. Nondeterministic Systems.,443.00,42.00
A complete classification of the expressiveness of interval logics of Allen's relations: the general and the dense cases.,124.00,72.00
An Axiomatic Definition of Synchronization Primitives.,77.00,300.00
Weighted height of random trees.,291.00,478.00
Well-structured languages.,88.00,255.00
Edsger W. Dijkstra - Acta Informatica and Marktoberdorf.,242.00,125.00
Design and Correctness of a Compiler for a Non-Procedural Language.,296.00,7.00
Database Survivability Under Dynamic Constraints.,381.00,224.00
On Merging Software Extensions.,164.00,387.00
Erratum: Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,155.00,332.00
The Optimal Binary Search Tree for Andersson's Search Algorithm.,369.00,111.00
Load Sharing in Distributed Systems with Failures.,388.00,188.00
An Abstract Machine Theory for Formal Language Parsers.,218.00,323.00
On the Scalability and Mean-Time to Failure of k Resilient Protocols.,10.00,260.00
Transposition of Large Tabular Data Structures with Applications to Physical Database Organization.,121.00,365.00
On the non-approximability of points-to analysis.,460.00,180.00
Approximate counting in SMT and value estimation for probabilistic programs.,373.00,7.00
The Linear Landscape of External Contextual Languages.,424.00,150.00
Polyvariant Mixed Computation for Analyzer Programs.,381.00,374.00
Code Generation Based on Formal BURS Therory and Heuristic Search.,489.00,106.00
Ein Modell des <i>P=NP</i> -Problems mit einer positiven L&ouml;sung.,480.00,323.00
Priority Systems with many Identical Processes.,61.00,350.00
Rangierkomplexit&auml;t von Permutationen,313.00,242.00
Multi-Queue Scheduling of Two Tasks.,2.00,382.00
A theory of bunches.,159.00,70.00
Element distinctness on one-tape Turing machines: a complete solution.,288.00,59.00
An Ogden-Like Iteration Lemma for Rational Power Series.,332.00,284.00
Semantic Properties of Lucid's Compute Clause and its Compilation.,388.00,201.00
Total Correctness of CSP Programs.,252.00,173.00
Recursion and Petri nets.,314.00,154.00
Verification of Clocked and Hybrid Systems.,471.00,476.00
A New Data Structure for Representing Sorted Lists.,2.00,46.00
On the Generative Power of Regular Pattern Grammars.,392.00,29.00
The complexity of satisfying constraints on databases of transactions.,7.00,433.00
On the observational theory of the CPS-calculus.,246.00,266.00
Lattices in Machine Learning: Complexity Issues.,197.00,57.00
Practical LL(1)-Based Parsing of van Wijngaarden Grammars.,142.00,83.00
Hierarchical Ordering of Sequential Processes.,312.00,413.00
SEMANOL (73) A Metalanguage for Programming the Semantics of Programming Languages.,39.00,181.00
Plain CHOCS: A Second Generation Calculus for Higher Order Processes.,338.00,55.00
The Complexity of Graph Languages Generated by Hyperedge Replacement.,497.00,127.00
Parallel Composition of Assumption-Commitment Specifications: A Unifying Approach for Shared Variable and Distributed Message Passing Concurrency.,318.00,371.00
Langages satur&eacute;s et cones d&eacute;croissants Langages et cones bifid&egrave;les.,113.00,252.00
Undecidability of Restricted Uniform Recurrence Equations.,298.00,282.00
Permuting Data with the Omega Network.,290.00,396.00
Composition and Evaluation of Attribute Coupled Grammars.,82.00,455.00
The Logic of Aliasing.,261.00,116.00
A general framework for types in graph rewriting.,146.00,243.00
On-line coloring and cliques covering for K<i>K</i><sub>s  t</sub>-free graphs.,478.00,77.00
A theoretical comparison of LRU and LRU-K.,35.00,279.00
Stepwise development of fair distributed systems.,85.00,415.00
List Ranking on Meshes.,144.00,255.00
Der programmierbare endliche Automat.,433.00,133.00
Some Beautiful Arguments Using Mathematical Induction.,376.00,425.00
An assertional criterion for atomicity.,299.00,14.00
Multi-Relations in Z.,229.00,168.00
On the complexity of deciding typability in the relational algebra.,249.00,380.00
An On-Line Algorithm for Variable-Sized Bin Packing.,470.00,209.00
Naive Asymptotics for Hitting Time Bounds in Markov Chains.,191.00,55.00
Event algebra for transition systems composition application to timed automata.,35.00,88.00
Global Storage Cells for Attributes in an Attribute Grammar.,147.00,249.00
The Calculus of Context Relations.,57.00,370.00
Extending stratified datalog to capture complexity classes ranging from P to QH.,379.00,120.00
On a Relation Between Uniform Coding and Problems of the Form DTIMEF(<i>F</i>) =? DSPACEF(<i>F</i>).,481.00,447.00
Model checking the evolution of gene regulatory networks.,117.00,394.00
An Efficient ELL(1)-Parser Generator.,424.00,455.00
Proving Properties of Pascal Programs in MIZAR 2.,383.00,266.00
On <i>n</i>-Column 0  1-Matrices with all <i>k</i>-Projections Surjective.,254.00,32.00
A Hierarchy of the Class of Apex NLC Graph Languages by Bounds on the Number of Nonterminal Nodes in Productions.,417.00,278.00
General Purpose Schedulers for Database System.,61.00,426.00
On timed alternating simulation for concurrent timed games.,462.00,370.00
LR error repair using the A* algorithm.,71.00,330.00
An Axiomatic Proof Technique for Parallel Programs I.,480.00,101.00
Subrekursive Komplexit&auml;t bei Gruppen: I. Gruppen mit vorgeschriebener Komplexit&auml;t.,195.00,43.00
Scheduling According to Job Priority with Prevention of Deadlock and Permanent Blocking.,64.00,124.00
Finding the <i>k</i> Most Vital Edges with Respect to Minimum Spanning Tree.,27.00,382.00
On-Line Scheduling on a Single Machine: Minimizing the Total Completion Time.,22.00,238.00
A Second Order Theory of Data Types.,127.00,401.00
Compiling quantum programs.,234.00,267.00
Online multi-coloring on the path revisited.,29.00,173.00
Edge-Disjoint Spanning Trees and Depth-First Search.,103.00,350.00
An Axiomatic Definition of the Programming Language PASCAL,54.00,169.00
A Specification Technique Based on Predicate Transformers.,137.00,463.00
CHAP and rewrite components.,141.00,308.00
Impurity measures in databases.,65.00,117.00
Termination Conventions and Comparative Semantics.,195.00,400.00
The Merlin-Randell Problem of Train Journeys.,489.00,86.00
Parity game reductions.,404.00,339.00
Analyse et optimisation d'une proc&eacute;dure de reprise dans un syst&egrave;me de gestion de donn&eacute;es centralis&eacute;es.,82.00,347.00
Moving from interface theories to assembly theories.,180.00,482.00
Denotational Semantics of Object Specification.,460.00,102.00
Fundamental Operational Laws of Computer System Performance.,467.00,381.00
Substitution of Grammar Forms.,181.00,437.00
Networks of evolutionary processors.,147.00,197.00
Motion Planning Among Time Dependent Obstacles.,191.00,405.00
Networks of evolutionary processors: the power of subregular filters.,65.00,275.00
Looking at mean payoff through foggy windows.,239.00,191.00
P systems with symport/antiport simulating counter automata.,462.00,146.00
Ianov Pushdown Schemes Are Contained in Boolean Recursive Schemes.,344.00,339.00
Reliability Theory of Program Testing.,336.00,309.00
On Derivation Languages Corresponding to Context-Free Grammars.,419.00,316.00
On Parsing Two-Level Grammars.,272.00,204.00
Erratum: Coincidental extension of scattered context languages.,172.00,453.00
Mellin Transforms and Asymptotics: The Mergesort Recurrence.,323.00,92.00
Probabilistic Models of Computer Systems.,23.00,117.00
Structural operational semantics and bounded nondeterminism.,34.00,25.00
Ind&eacute;pendance Forte de Certaines Op&eacute;rations.,191.00,289.00
Efficient Algorithms for the Transformation Between Different Types of Binary Decision Diagrams.,424.00,440.00
On the Synthesis of Function Inverses.,232.00,188.00
Good OL Forms.,327.00,145.00
Approximating Queue Lengths in <i>M</i>(t)/<i>G</i>/1 Queue Using the Maximum Entropy Principle.,47.00,34.00
Time-Space Trade-Offs in a Pebble Game.,264.00,353.00
A decision procedure for propositional projection temporal logic with infinite models.,340.00,131.00
A type safe state abstraction for coordination in Java -like languages.,55.00,58.00
Refined typing to localize the impact of forced strictness on free theorems.,88.00,227.00
A note on pure codes.,165.00,391.00
Termination of nondeterministic quantum programs.,165.00,242.00
Algebraic Computational Models of OR-Parallel Execution of Prolog.,60.00,409.00
Proving Total Correctness of Nondeterministic Programs in Infinitary Logic.,138.00,359.00
A bi-criterion single-machine scheduling problem with learning considerations.,148.00,254.00
Finite optimal control for time-bounded reachability in CTMDPs and continuous-time Markov games.,475.00,120.00
M/M/1 retrial queue with working vacations.,464.00,450.00
The Extendes Equivalence Problem for a Class of Non-Real-Time Deterministic Pushdowen Automata.,293.00,242.00
&Auml;quivalente Transformationen f&uuml;r Flu&szlig;diagramme.,198.00,152.00
Spanning the spectrum from safety to liveness.,306.00,369.00
A note on prefix primitive words.,300.00,309.00
On the Hotz Group of a Context-Free Grammar.,72.00,334.00
The Connection between an Event Structure Semantics and an Operational Semantics for TCSP.,445.00,15.00
A Model for Data Structures and its Applications. (Part II).,228.00,380.00
The Formal Definition of a Real-Time Language.,124.00,9.00
Special issue: selected papers from the 21st international symposium on temporal representations and reasoning (TIME-2014).,488.00,102.00
Disjunctive languages related to p-primitive words.,366.00,323.00
Deriving and paraphrasing information grammars using object-oriented analysis models.,143.00,26.00
Endliche Automaten und Zufallsfolgen.,176.00,405.00
On Finitely Recognizable Semigroups.,120.00,88.00
Bicentres de langages alg&eacute;briques.,5.00,379.00
Remarks on "A Synthesis of Several Sorting Algorithms" by John Darlington.,145.00,432.00
On the equivalence between FDs in XML and FDs in relations.,191.00,27.00
Maintaining mobile transactional consistency in hybrid broadcast environments.,485.00,52.00
Precedence Relations in Grammar Forms.,492.00,366.00
A Denotational Semantics for Shared-Memory Parallelism and Nondeterminism.,434.00,432.00
Minimum-Delay Schedules in Layered Networks.,121.00,476.00
On the decidability of the existence of polyhedral invariants in transition systems.,242.00,410.00
A Typed Logic of Partial Functions Reconstructed Classically.,369.00,148.00
Nonatomic dual bakery algorithm with bounded tokens.,257.00,54.00
The Additivity Problem for Functional Dependencies in Incomplete Relations.,85.00,312.00
One-Pass Transformations of Attributed Program Trees.,67.00,345.00
Syntactic Complexity of Context-Free Grammars Over Word Monoids.,213.00,261.00
Goto Statements: Semantics and Deduction Systems.,261.00,245.00
Special issue on "Combining Compositionality and Concurrency": part 2.,246.00,207.00
Performance Considerations in the Parallel Execution of Numerical Algorithms on two Processors.,215.00,214.00
Category-theoretic fibration as an abstraction mechanism in information systems.,85.00,176.00
Zur Komplexit&auml;t von Sortierproblemen.,75.00,81.00
Partial (Set) 2-Structures. Part II: State Spaces of Concurrent Systems.,453.00,483.00
Group weighted finite transducers.,438.00,445.00
Storage Schemes for Boundedly Extendible Arrays.,186.00,299.00
Strong bisimilarity of simple process algebras: complexity lower bounds.,319.00,324.00
Deriving Graphs from Graphs by Applying a Production.,391.00,26.00
A Faster Approximation Algorithm for the Steiner Problem in Graphs.,252.00,163.00
A trace-based service semantics guaranteeing deadlock freedom.,85.00,96.00
An Almost Linear Robinson Unification Algorithm.,104.00,185.00
